point_id,survey_no,latitude,longitude,accuracy_m
GNSS_01508,388/1,11.0055434,76.9546528,0.039
GNSS_01509,388/1,11.0056569,76.954616,0.034
GNSS_01510,388/1,11.0056409,76.9544926,0.021
GNSS_01511,388/1,11.0056402,76.9543984,0.018
GNSS_01512,388/1,11.0055396,76.9543619,0.036
GNSS_01513,389/2,11.0054408,76.9546998,0.021
GNSS_01514,389/2,11.0054332,76.9548582,0.03
GNSS_01515,389/2,11.0054312,76.9550049,0.034
GNSS_01516,389/2,11.0055377,76.9550173,0.025
GNSS_01517,389/2,11.0056454,76.954997,0.032
GNSS_01518,389/2,11.0056585,76.954792,0.033
GNSS_01519,389/2,11.0056569,76.954616,0.035
GNSS_01520,389/2,11.0055434,76.9546528,0.045
GNSS_01521,390/3,11.0054312,76.9550049,0.031
GNSS_01522,390/3,11.0054138,76.9551048,0.028
GNSS_01523,390/3,11.005417,76.9552306,0.033
GNSS_01524,390/3,11.0055551,76.9552485,0.025
GNSS_01525,390/3,11.0056658,76.9552974,0.026
GNSS_01526,390/3,11.0056468,76.9551303,0.027
GNSS_01527,390/3,11.0056454,76.954997,0.037
GNSS_01528,390/3,11.0055377,76.9550173,0.038
GNSS_01529,391/4,11.005417,76.9552306,0.039
GNSS_01530,391/4,11.0054139,76.9553931,0.044
GNSS_01531,391/4,11.0054369,76.9555777,0.021
GNSS_01532,391/4,11.0055704,76.9555952,0.032
GNSS_01533,391/4,11.0056735,76.955588,0.039
GNSS_01534,391/4,11.0056707,76.9554519,0.04
GNSS_01535,391/4,11.0056658,76.9552974,0.035
GNSS_01536,391/4,11.0055551,76.9552485,0.036
GNSS_01537,392/1,11.0054369,76.9555777,0.018
GNSS_01538,392/1,11.0054439,76.9557447,0.02
GNSS_01539,392/1,11.0054314,76.9559438,0.022
GNSS_01540,392/1,11.0055452,76.9559264,0.043
GNSS_01541,392/1,11.0056883,76.9558895,0.03
GNSS_01542,392/1,11.0056646,76.9557308,0.02
GNSS_01543,392/1,11.0056735,76.955588,0.024
GNSS_01544,392/1,11.0055704,76.9555952,0.02
GNSS_01545,393/2,11.0054314,76.9559438,0.029
GNSS_01546,393/2,11.0053967,76.9560834,0.036
GNSS_01547,393/2,11.0053737,76.9562602,0.026
GNSS_01548,393/2,11.0055534,76.9562314,0.044
GNSS_01549,393/2,11.0057116,76.9561782,0.02
GNSS_01550,393/2,11.0056859,76.9560321,0.039
GNSS_01551,393/2,11.0056883,76.9558895,0.023
GNSS_01552,393/2,11.0055452,76.9559264,0.031
GNSS_01553,394/3,11.0053737,76.9562602,0.04
GNSS_01554,394/3,11.0053546,76.956412,0.026
GNSS_01555,394/3,11.0053598,76.9565738,0.019
GNSS_01556,394/3,11.005523,76.9565618,0.034
GNSS_01557,394/3,11.0056934,76.9565544,0.032
GNSS_01558,394/3,11.0057031,76.9563468,0.024
GNSS_01559,394/3,11.0057116,76.9561782,0.023
GNSS_01560,394/3,11.0055534,76.9562314,0.019
GNSS_01561,395/4,11.0053598,76.9565738,0.02
GNSS_01562,395/4,11.0053859,76.9567494,0.025
GNSS_01563,395/4,11.0054361,76.9569,0.029
GNSS_01564,395/4,11.0055549,76.9568951,0.036
GNSS_01565,395/4,11.0056908,76.9568942,0.029
GNSS_01566,395/4,11.0056962,76.9567214,0.023
GNSS_01567,395/4,11.0056934,76.9565544,0.018
GNSS_01568,395/4,11.005523,76.9565618,0.037
GNSS_01569,396/1,11.0054361,76.9569,0.033
GNSS_01570,396/1,11.0054257,76.95703,0.034
GNSS_01571,396/1,11.0054342,76.9571458,0.027
GNSS_01572,396/1,11.0055264,76.9571592,0.04
GNSS_01573,396/1,11.0056336,76.9571702,0.024
GNSS_01574,396/1,11.0056473,76.9570388,0.044
GNSS_01575,396/1,11.0056908,76.9568942,0.03
GNSS_01576,396/1,11.0055549,76.9568951,0.029
GNSS_01577,397/2,11.0054342,76.9571458,0.021
GNSS_01578,397/2,11.0054082,76.9573277,0.02
GNSS_01579,397/2,11.0053858,76.9574895,0.026
GNSS_01580,397/2,11.0055185,76.9575173,0.044
GNSS_01581,397/2,11.0056616,76.9575206,0.04
GNSS_01582,397/2,11.0056479,76.9573464,0.044
GNSS_01583,397/2,11.0056336,76.9571702,0.042
GNSS_01584,397/2,11.0055264,76.9571592,0.04
GNSS_01585,398/3,11.0053858,76.9574895,0.028
GNSS_01586,398/3,11.005382,76.9576791,0.031
GNSS_01587,398/3,11.0053804,76.9578438,0.025
GNSS_01588,398/3,11.0055391,76.95782,0.027
GNSS_01589,398/3,11.005715,76.9577991,0.039
GNSS_01590,398/3,11.0056873,76.9576554,0.036
GNSS_01591,398/3,11.0056616,76.9575206,0.042
GNSS_01592,398/3,11.0055185,76.9575173,0.041
GNSS_01593,399/4,11.0053804,76.9578438,0.035
GNSS_01594,399/4,11.0054124,76.9580042,0.045
GNSS_01595,399/4,11.0054096,76.9581286,0.036
GNSS_01596,399/4,11.0055471,76.958128,0.024
GNSS_01597,399/4,11.0056824,76.958136,0.027
GNSS_01598,399/4,11.0056813,76.9579576,0.044
GNSS_01599,399/4,11.005715,76.9577991,0.032
GNSS_01600,399/4,11.0055391,76.95782,0.018
GNSS_01601,400/1,11.0056765,76.9518874,0.036
GNSS_01602,400/1,11.0056716,76.9520329,0.04
GNSS_01603,400/1,11.0056438,76.9521408,0.02
GNSS_01604,400/1,11.0057846,76.9521886,0.043
GNSS_01605,400/1,11.005921,76.9522088,0.031
GNSS_01606,400/1,11.0059405,76.9520547,0.028
GNSS_01607,400/1,11.005943,76.9518787,0.042
GNSS_01608,400/1,11.0057954,76.9518941,0.025
GNSS_01609,401/2,11.0056438,76.9521408,0.031
GNSS_01610,401/2,11.005681,76.9523005,0.023
GNSS_01611,401/2,11.005708,76.9524802,0.038
GNSS_01612,401/2,11.0058103,76.9524881,0.042
GNSS_01613,401/2,11.0059296,76.9524701,0.024
GNSS_01614,401/2,11.0059366,76.9523413,0.023
GNSS_01615,401/2,11.005921,76.9522088,0.025
GNSS_01616,401/2,11.0057846,76.9521886,0.035
GNSS_01617,402/3,11.005708,76.9524802,0.02
GNSS_01618,402/3,11.0056904,76.9526524,0.044
GNSS_01619,402/3,11.0056479,76.9528567,0.031
GNSS_01620,402/3,11.0057683,76.9528369,0.018
GNSS_01621,402/3,11.0059167,76.9527874,0.041
GNSS_01622,402/3,11.0059302,76.9526273,0.044
GNSS_01623,402/3,11.0059296,76.9524701,0.041
GNSS_01624,402/3,11.0058103,76.9524881,0.028
GNSS_01625,403/4,11.0056479,76.9528567,0.042
GNSS_01626,403/4,11.0056447,76.9530027,0.041
GNSS_01627,403/4,11.0056579,76.9531276,0.031
GNSS_01628,403/4,11.0057908,76.9530861,0.045
GNSS_01629,403/4,11.0059275,76.953065,0.043
GNSS_01630,403/4,11.005932,76.9529086,0.026
GNSS_01631,403/4,11.0059167,76.9527874,0.024
GNSS_01632,403/4,11.0057683,76.9528369,0.034
GNSS_01633,404/1,11.0056579,76.9531276,0.043
GNSS_01634,404/1,11.0056799,76.9532975,0.019
GNSS_01635,404/1,11.0056697,76.9534724,0.027
GNSS_01636,404/1,11.0058109,76.9534514,0.041
GNSS_01637,404/1,11.0059518,76.9534632,0.039
GNSS_01638,404/1,11.0059288,76.9532457,0.03
GNSS_01639,404/1,11.0059275,76.953065,0.021
GNSS_01640,404/1,11.0057908,76.9530861,0.032
GNSS_01641,405/2,11.0056697,76.9534724,0.024
GNSS_01642,405/2,11.0056312,76.9536182,0.034
GNSS_01643,405/2,11.0056268,76.9537761,0.027
GNSS_01644,405/2,11.0057672,76.9537679,0.035
GNSS_01645,405/2,11.005945,76.9537689,0.025
GNSS_01646,405/2,11.005966,76.9536167,0.033
GNSS_01647,405/2,11.0059518,76.9534632,0.024
GNSS_01648,405/2,11.0058109,76.9534514,0.031
GNSS_01649,406/3,11.0056268,76.9537761,0.029
GNSS_01650,406/3,11.0056472,76.9539218,0.029
GNSS_01651,406/3,11.0056321,76.9540888,0.038
GNSS_01652,406/3,11.0057966,76.9540568,0.028
GNSS_01653,406/3,11.005938,76.9540138,0.029
GNSS_01654,406/3,11.0059304,76.9539016,0.03
GNSS_01655,406/3,11.005945,76.9537689,0.033
GNSS_01656,406/3,11.0057672,76.9537679,0.044
GNSS_01657,407/4,11.0056321,76.9540888,0.025
GNSS_01658,407/4,11.0056484,76.954261,0.024
GNSS_01659,407/4,11.0056402,76.9543984,0.03
GNSS_01660,407/4,11.0057841,76.9543577,0.028
GNSS_01661,407/4,11.0059124,76.9542929,0.022
GNSS_01662,407/4,11.0059192,76.9541681,0.044
GNSS_01663,407/4,11.005938,76.9540138,0.022
GNSS_01664,407/4,11.0057966,76.9540568,0.04
GNSS_01665,408/1,11.0056402,76.9543984,0.042
GNSS_01666,408/1,11.0056409,76.9544926,0.035
GNSS_01667,408/1,11.0056569,76.954616,0.032
GNSS_01668,408/1,11.0057799,76.9546329,0.027
GNSS_01669,408/1,11.0059421,76.9546535,0.031
GNSS_01670,408/1,11.005936,76.9544889,0.025
GNSS_01671,408/1,11.0059124,76.9542929,0.041
GNSS_01672,408/1,11.0057841,76.9543577,0.019
GNSS_01673,409/2,11.0056569,76.954616,0.04
GNSS_01674,409/2,11.0056585,76.954792,0.031
GNSS_01675,409/2,11.0056454,76.954997,0.035
GNSS_01676,409/2,11.0057905,76.9550071,0.03
GNSS_01677,409/2,11.0059318,76.9549926,0.027
GNSS_01678,409/2,11.0059368,76.9548421,0.028
GNSS_01679,409/2,11.0059421,76.9546535,0.033
GNSS_01680,409/2,11.0057799,76.9546329,0.043
GNSS_01681,410/3,11.0056454,76.954997,0.027
GNSS_01682,410/3,11.0056468,76.9551303,0.036
GNSS_01683,410/3,11.0056658,76.9552974,0.034
GNSS_01684,410/3,11.0057787,76.9552768,0.034
GNSS_01685,410/3,11.0059084,76.9552846,0.036
GNSS_01686,410/3,11.0059309,76.9551394,0.033
GNSS_01687,410/3,11.0059318,76.9549926,0.044
GNSS_01688,410/3,11.0057905,76.9550071,0.026
GNSS_01689,411/4,11.0056658,76.9552974,0.042
GNSS_01690,411/4,11.0056707,76.9554519,0.028
GNSS_01691,411/4,11.0056735,76.955588,0.026
GNSS_01692,411/4,11.0058375,76.9555932,0.035
GNSS_01693,411/4,11.0059782,76.9556042,0.022
GNSS_01694,411/4,11.0059549,76.9554486,0.023
GNSS_01695,411/4,11.0059084,76.9552846,0.04
GNSS_01696,411/4,11.0057787,76.9552768,0.027
GNSS_01697,412/1,11.0056735,76.955588,0.042
GNSS_01698,412/1,11.0056646,76.9557308,0.02
GNSS_01699,412/1,11.0056883,76.9558895,0.027
GNSS_01700,412/1,11.0058019,76.9559379,0.026
GNSS_01701,412/1,11.0059078,76.9559566,0.036
GNSS_01702,412/1,11.0059488,76.9557635,0.037
GNSS_01703,412/1,11.0059782,76.9556042,0.034
GNSS_01704,412/1,11.0058375,76.9555932,0.029
GNSS_01705,413/2,11.0056883,76.9558895,0.038
GNSS_01706,413/2,11.0056859,76.9560321,0.032
GNSS_01707,413/2,11.0057116,76.9561782,0.03
GNSS_01708,413/2,11.0058138,76.9561775,0.023
GNSS_01709,413/2,11.0059442,76.9561957,0.041
GNSS_01710,413/2,11.0059329,76.9560732,0.021
GNSS_01711,413/2,11.0059078,76.9559566,0.024
GNSS_01712,413/2,11.0058019,76.9559379,0.025
GNSS_01713,414/3,11.0057116,76.9561782,0.023
GNSS_01714,414/3,11.0057031,76.9563468,0.021
GNSS_01715,414/3,11.0056934,76.9565544,0.02
GNSS_01716,414/3,11.0058077,76.9565544,0.042
GNSS_01717,414/3,11.0059287,76.9565735,0.033
GNSS_01718,414/3,11.0059312,76.9563995,0.019
GNSS_01719,414/3,11.0059442,76.9561957,0.029
GNSS_01720,414/3,11.0058138,76.9561775,0.039
GNSS_01721,415/4,11.0056934,76.9565544,0.02
GNSS_01722,415/4,11.0056962,76.9567214,0.043
GNSS_01723,415/4,11.0056908,76.9568942,0.029
GNSS_01724,415/4,11.0058144,76.9569202,0.024
GNSS_01725,415/4,11.0059721,76.9569114,0.038
GNSS_01726,415/4,11.0059665,76.9567618,0.03
GNSS_01727,415/4,11.0059287,76.9565735,0.021
GNSS_01728,415/4,11.0058077,76.9565544,0.032
GNSS_01729,416/1,11.0056908,76.9568942,0.041
GNSS_01730,416/1,11.0056473,76.9570388,0.027
GNSS_01731,416/1,11.0056336,76.9571702,0.031
GNSS_01732,416/1,11.0057801,76.9572093,0.044
GNSS_01733,416/1,11.0059222,76.9572126,0.033
GNSS_01734,416/1,11.005958,76.9570565,0.025
GNSS_01735,416/1,11.0059721,76.9569114,0.03
GNSS_01736,416/1,11.0058144,76.9569202,0.044
GNSS_01737,417/2,11.0056336,76.9571702,0.03
GNSS_01738,417/2,11.0056479,76.9573464,0.038
GNSS_01739,417/2,11.0056616,76.9575206,0.042
GNSS_01740,417/2,11.0058021,76.9575039,0.03
GNSS_01741,417/2,11.0059044,76.9574772,0.035
GNSS_01742,417/2,11.0059172,76.9573305,0.032
GNSS_01743,417/2,11.0059222,76.9572126,0.043
GNSS_01744,417/2,11.0057801,76.9572093,0.031
GNSS_01745,418/3,11.0056616,76.9575206,0.028
GNSS_01746,418/3,11.0056873,76.9576554,0.025
GNSS_01747,418/3,11.005715,76.9577991,0.026
GNSS_01748,418/3,11.0058267,76.9578093,0.018
GNSS_01749,418/3,11.0059507,76.9577984,0.04
GNSS_01750,418/3,11.0059376,76.9576203,0.041
GNSS_01751,418/3,11.0059044,76.9574772,0.027
GNSS_01752,418/3,11.0058021,76.9575039,0.031
GNSS_01753,419/4,11.005715,76.9577991,0.038
GNSS_01754,419/4,11.0056813,76.9579576,0.026
GNSS_01755,419/4,11.0056824,76.958136,0.039
GNSS_01756,419/4,11.0058236,76.9581474,0.04
GNSS_01757,419/4,11.0059546,76.9581417,0.034
GNSS_01758,419/4,11.0059565,76.9579727,0.04
GNSS_01759,419/4,11.0059507,76.9577984,0.033
GNSS_01760,419/4,11.0058267,76.9578093,0.023
GNSS_01761,420/1,11.005943,76.9518787,0.037
GNSS_01762,420/1,11.0059405,76.9520547,0.035
GNSS_01763,420/1,11.005921,76.9522088,0.04
GNSS_01764,420/1,11.0060543,76.9522002,0.024
GNSS_01765,420/1,11.0061654,76.9522155,0.02
GNSS_01766,420/1,11.0061886,76.9520459,0.035
GNSS_01767,420/1,11.0062097,76.9518703,0.032
GNSS_01768,420/1,11.0060583,76.9518683,0.04
GNSS_01769,421/2,11.005921,76.9522088,0.026
GNSS_01770,421/2,11.0059366,76.9523413,0.038
GNSS_01771,421/2,11.0059296,76.9524701,0.04
GNSS_01772,421/2,11.0060866,76.9524774,0.029
GNSS_01773,421/2,11.0062189,76.952475,0.041
GNSS_01774,421/2,11.0061782,76.9523352,0.023
GNSS_01775,421/2,11.0061654,76.9522155,0.026
GNSS_01776,421/2,11.0060543,76.9522002,0.035
GNSS_01777,422/3,11.0059296,76.9524701,0.031
GNSS_01778,422/3,11.0059302,76.9526273,0.027
GNSS_01779,422/3,11.0059167,76.9527874,0.022
GNSS_01780,422/3,11.0060622,76.9527717,0.044
GNSS_01781,422/3,11.0062242,76.9527591,0.019
GNSS_01782,422/3,11.0062237,76.9526125,0.044
GNSS_01783,422/3,11.0062189,76.952475,0.026
GNSS_01784,422/3,11.0060866,76.9524774,0.021
GNSS_01785,423/4,11.0059167,76.9527874,0.022
GNSS_01786,423/4,11.005932,76.9529086,0.031
GNSS_01787,423/4,11.0059275,76.953065,0.027
GNSS_01788,423/4,11.0060701,76.9530664,0.026
GNSS_01789,423/4,11.0061785,76.9531014,0.04
GNSS_01790,423/4,11.0062192,76.9529281,0.045
GNSS_01791,423/4,11.0062242,76.9527591,0.031
GNSS_01792,423/4,11.0060622,76.9527717,0.039
GNSS_01793,424/1,11.0059275,76.953065,0.022
GNSS_01794,424/1,11.0059288,76.9532457,0.025
GNSS_01795,424/1,11.0059518,76.9534632,0.029
GNSS_01796,424/1,11.0060433,76.953448,0.033
GNSS_01797,424/1,11.0061544,76.9534297,0.023
GNSS_01798,424/1,11.0061528,76.9532652,0.042
GNSS_01799,424/1,11.0061785,76.9531014,0.025
GNSS_01800,424/1,11.0060701,76.9530664,0.028
GNSS_01801,425/2,11.0059518,76.9534632,0.025
GNSS_01802,425/2,11.005966,76.9536167,0.039
GNSS_01803,425/2,11.005945,76.9537689,0.03
GNSS_01804,425/2,11.0060986,76.9537551,0.038
GNSS_01805,425/2,11.00623,76.9537517,0.019
GNSS_01806,425/2,11.0061902,76.9536068,0.03
GNSS_01807,425/2,11.0061544,76.9534297,0.039
GNSS_01808,425/2,11.0060433,76.953448,0.032
GNSS_01809,426/3,11.005945,76.9537689,0.026
GNSS_01810,426/3,11.0059304,76.9539016,0.027
GNSS_01811,426/3,11.005938,76.9540138,0.035
GNSS_01812,426/3,11.0060619,76.9539899,0.019
GNSS_01813,426/3,11.0061963,76.9539936,0.043
GNSS_01814,426/3,11.0062067,76.9538866,0.032
GNSS_01815,426/3,11.00623,76.9537517,0.025
GNSS_01816,426/3,11.0060986,76.9537551,0.035
GNSS_01817,427/4,11.005938,76.9540138,0.036
GNSS_01818,427/4,11.0059192,76.9541681,0.044
GNSS_01819,427/4,11.0059124,76.9542929,0.024
GNSS_01820,427/4,11.0060767,76.9543185,0.03
GNSS_01821,427/4,11.0062499,76.9543151,0.018
GNSS_01822,427/4,11.0062372,76.954156,0.039
GNSS_01823,427/4,11.0061963,76.9539936,0.034
GNSS_01824,427/4,11.0060619,76.9539899,0.029
GNSS_01825,428/1,11.0059124,76.9542929,0.039
GNSS_01826,428/1,11.005936,76.9544889,0.031
GNSS_01827,428/1,11.0059421,76.9546535,0.034
GNSS_01828,428/1,11.0060685,76.9546605,0.028
GNSS_01829,428/1,11.0061613,76.9546676,0.02
GNSS_01830,428/1,11.0062106,76.9545086,0.022
GNSS_01831,428/1,11.0062499,76.9543151,0.02
GNSS_01832,428/1,11.0060767,76.9543185,0.035
GNSS_01833,429/2,11.0059421,76.9546535,0.022
GNSS_01834,429/2,11.0059368,76.9548421,0.032
GNSS_01835,429/2,11.0059318,76.9549926,0.021
GNSS_01836,429/2,11.0060702,76.9549816,0.031
GNSS_01837,429/2,11.006242,76.9549539,0.027
GNSS_01838,429/2,11.0061909,76.9547955,0.033
GNSS_01839,429/2,11.0061613,76.9546676,0.035
GNSS_01840,429/2,11.0060685,76.9546605,0.027
GNSS_01841,430/3,11.0059318,76.9549926,0.028
GNSS_01842,430/3,11.0059309,76.9551394,0.038
GNSS_01843,430/3,11.0059084,76.9552846,0.025
GNSS_01844,430/3,11.0060667,76.9552906,0.019
GNSS_01845,430/3,11.0062392,76.9552933,0.037
GNSS_01846,430/3,11.0062426,76.9551045,0.033
GNSS_01847,430/3,11.006242,76.9549539,0.033
GNSS_01848,430/3,11.0060702,76.9549816,0.031
GNSS_01849,431/4,11.0059084,76.9552846,0.038
GNSS_01850,431/4,11.0059549,76.9554486,0.025
GNSS_01851,431/4,11.0059782,76.9556042,0.04
GNSS_01852,431/4,11.0061231,76.9556118,0.043
GNSS_01853,431/4,11.0062598,76.9556336,0.033
GNSS_01854,431/4,11.0062536,76.9554655,0.02
GNSS_01855,431/4,11.0062392,76.9552933,0.022
GNSS_01856,431/4,11.0060667,76.9552906,0.026
GNSS_01857,432/1,11.0059782,76.9556042,0.039
GNSS_01858,432/1,11.0059488,76.9557635,0.032
GNSS_01859,432/1,11.0059078,76.9559566,0.038
GNSS_01860,432/1,11.006065,76.9559444,0.042
GNSS_01861,432/1,11.0062583,76.9559431,0.035
GNSS_01862,432/1,11.006267,76.9558085,0.028
GNSS_01863,432/1,11.0062598,76.9556336,0.035
GNSS_01864,432/1,11.0061231,76.9556118,0.027
GNSS_01865,433/2,11.0059078,76.9559566,0.028
GNSS_01866,433/2,11.0059329,76.9560732,0.032
GNSS_01867,433/2,11.0059442,76.9561957,0.031
GNSS_01868,433/2,11.0060768,76.9562627,0.033
GNSS_01869,433/2,11.0062273,76.9562932,0.035
GNSS_01870,433/2,11.0062275,76.9561312,0.027
GNSS_01871,433/2,11.0062583,76.9559431,0.035
GNSS_01872,433/2,11.006065,76.9559444,0.021
GNSS_01873,434/3,11.0059442,76.9561957,0.043
GNSS_01874,434/3,11.0059312,76.9563995,0.023
GNSS_01875,434/3,11.0059287,76.9565735,0.019
GNSS_01876,434/3,11.0060792,76.956567,0.021
GNSS_01877,434/3,11.0062188,76.9565916,0.023
GNSS_01878,434/3,11.0062295,76.9564404,0.019
GNSS_01879,434/3,11.0062273,76.9562932,0.035
GNSS_01880,434/3,11.0060768,76.9562627,0.028
GNSS_01881,435/4,11.0059287,76.9565735,0.025
GNSS_01882,435/4,11.0059665,76.9567618,0.028
GNSS_01883,435/4,11.0059721,76.9569114,0.034
GNSS_01884,435/4,11.0061166,76.9569227,0.02
GNSS_01885,435/4,11.0062252,76.9569209,0.043
GNSS_01886,435/4,11.006227,76.9567676,0.024
GNSS_01887,435/4,11.0062188,76.9565916,0.031
GNSS_01888,435/4,11.0060792,76.956567,0.042
GNSS_01889,436/1,11.0059721,76.9569114,0.028
GNSS_01890,436/1,11.005958,76.9570565,0.038
GNSS_01891,436/1,11.0059222,76.9572126,0.042
GNSS_01892,436/1,11.0060659,76.9572389,0.04
GNSS_01893,436/1,11.0062464,76.9572447,0.039
GNSS_01894,436/1,11.0062506,76.9570801,0.02
GNSS_01895,436/1,11.0062252,76.9569209,0.035
GNSS_01896,436/1,11.0061166,76.9569227,0.032
GNSS_01897,437/2,11.0059222,76.9572126,0.044
GNSS_01898,437/2,11.0059172,76.9573305,0.044
GNSS_01899,437/2,11.0059044,76.9574772,0.021
GNSS_01900,437/2,11.0060476,76.9574907,0.038
GNSS_01901,437/2,11.0062001,76.9575139,0.032
GNSS_01902,437/2,11.0062112,76.9573653,0.023
GNSS_01903,437/2,11.0062464,76.9572447,0.032
GNSS_01904,437/2,11.0060659,76.9572389,0.025
GNSS_01905,438/3,11.0059044,76.9574772,0.033
GNSS_01906,438/3,11.0059376,76.9576203,0.038
GNSS_01907,438/3,11.0059507,76.9577984,0.039
GNSS_01908,438/3,11.0061125,76.9578075,0.034
GNSS_01909,438/3,11.0062387,76.9578036,0.036
GNSS_01910,438/3,11.0062353,76.9576525,0.037
GNSS_01911,438/3,11.0062001,76.9575139,0.03
GNSS_01912,438/3,11.0060476,76.9574907,0.021
GNSS_01913,439/4,11.0059507,76.9577984,0.033
GNSS_01914,439/4,11.0059565,76.9579727,0.032
GNSS_01915,439/4,11.0059546,76.9581417,0.036
GNSS_01916,439/4,11.0061007,76.9581387,0.032
GNSS_01917,439/4,11.0062259,76.9581451,0.034
GNSS_01918,439/4,11.0062372,76.9579643,0.043
GNSS_01919,439/4,11.0062387,76.9578036,0.042
GNSS_01920,439/4,11.0061125,76.9578075,0.033
GNSS_01921,440/1,11.0062097,76.9518703,0.035
GNSS_01922,440/1,11.0061886,76.9520459,0.04
GNSS_01923,440/1,11.0061654,76.9522155,0.027
GNSS_01924,440/1,11.0063214,76.9522165,0.024
GNSS_01925,440/1,11.0064774,76.9522002,0.033
GNSS_01926,440/1,11.0064652,76.9520318,0.028
GNSS_01927,440/1,11.0064768,76.9518631,0.033
GNSS_01928,440/1,11.0063491,76.951863,0.038
GNSS_01929,441/2,11.0061654,76.9522155,0.029
GNSS_01930,441/2,11.0061782,76.9523352,0.038
GNSS_01931,441/2,11.0062189,76.952475,0.045
GNSS_01932,441/2,11.0063259,76.9524756,0.034
GNSS_01933,441/2,11.0064518,76.9524937,0.032
GNSS_01934,441/2,11.0064726,76.9523533,0.045
GNSS_01935,441/2,11.0064774,76.9522002,0.026
GNSS_01936,441/2,11.0063214,76.9522165,0.026
GNSS_01937,442/3,11.0062189,76.952475,0.039
GNSS_01938,442/3,11.0062237,76.9526125,0.043
GNSS_01939,442/3,11.0062242,76.9527591,0.04
GNSS_01940,442/3,11.0063547,76.9527433,0.043
GNSS_01941,442/3,11.0064522,76.9527431,0.032
GNSS_01942,442/3,11.0064637,76.952621,0.033
GNSS_01943,442/3,11.0064518,76.9524937,0.033
GNSS_01944,442/3,11.0063259,76.9524756,0.021
GNSS_01945,443/4,11.0062242,76.9527591,0.028
GNSS_01946,443/4,11.0062192,76.9529281,0.034
GNSS_01947,443/4,11.0061785,76.9531014,0.024
GNSS_01948,443/4,11.006315,76.9531014,0.04
GNSS_01949,443/4,11.0064553,76.9530755,0.02
GNSS_01950,443/4,11.0064566,76.952915,0.029
GNSS_01951,443/4,11.0064522,76.9527431,0.043
GNSS_01952,443/4,11.0063547,76.9527433,0.038
GNSS_01953,444/1,11.0061785,76.9531014,0.031
GNSS_01954,444/1,11.0061528,76.9532652,0.042
GNSS_01955,444/1,11.0061544,76.9534297,0.037
GNSS_01956,444/1,11.0063032,76.9534083,0.04
GNSS_01957,444/1,11.0064376,76.9534172,0.021
GNSS_01958,444/1,11.0064515,76.953243,0.035
GNSS_01959,444/1,11.0064553,76.9530755,0.019
GNSS_01960,444/1,11.006315,76.9531014,0.04
GNSS_01961,445/2,11.0061544,76.9534297,0.039
GNSS_01962,445/2,11.0061902,76.9536068,0.027
GNSS_01963,445/2,11.00623,76.9537517,0.04
GNSS_01964,445/2,11.0063444,76.9537186,0.029
GNSS_01965,445/2,11.0064932,76.9536966,0.041
GNSS_01966,445/2,11.0064819,76.9535484,0.041
GNSS_01967,445/2,11.0064376,76.9534172,0.024
GNSS_01968,445/2,11.0063032,76.9534083,0.036
GNSS_01969,446/3,11.00623,76.9537517,0.035
GNSS_01970,446/3,11.0062067,76.9538866,0.019
GNSS_01971,446/3,11.0061963,76.9539936,0.032
GNSS_01972,446/3,11.0063225,76.9540413,0.027
GNSS_01973,446/3,11.006432,76.9540633,0.033
GNSS_01974,446/3,11.0064553,76.9538874,0.027
GNSS_01975,446/3,11.0064932,76.9536966,0.037
GNSS_01976,446/3,11.0063444,76.9537186,0.022
GNSS_01977,447/4,11.0061963,76.9539936,0.03
GNSS_01978,447/4,11.0062372,76.954156,0.034
GNSS_01979,447/4,11.0062499,76.9543151,0.032
GNSS_01980,447/4,11.0063657,76.9543412,0.024
GNSS_01981,447/4,11.0064808,76.9543458,0.026
GNSS_01982,447/4,11.0064558,76.9542021,0.029
GNSS_01983,447/4,11.006432,76.9540633,0.022
GNSS_01984,447/4,11.0063225,76.9540413,0.02
GNSS_01985,448/1,11.0062499,76.9543151,0.025
GNSS_01986,448/1,11.0062106,76.9545086,0.029
GNSS_01987,448/1,11.0061613,76.9546676,0.03
GNSS_01988,448/1,11.0063168,76.954652,0.037
GNSS_01989,448/1,11.0064493,76.9546629,0.039
GNSS_01990,448/1,11.0064729,76.9544968,0.031
GNSS_01991,448/1,11.0064808,76.9543458,0.023
GNSS_01992,448/1,11.0063657,76.9543412,0.029
GNSS_01993,449/2,11.0061613,76.9546676,0.038
GNSS_01994,449/2,11.0061909,76.9547955,0.025
GNSS_01995,449/2,11.006242,76.9549539,0.02
GNSS_01996,449/2,11.0063932,76.9549623,0.039
GNSS_01997,449/2,11.0065205,76.9549802,0.027
GNSS_01998,449/2,11.0064716,76.9548408,0.043
GNSS_01999,449/2,11.0064493,76.9546629,0.02
GNSS_02000,449/2,11.0063168,76.954652,0.036
GNSS_02001,450/3,11.006242,76.9549539,0.027
GNSS_02002,450/3,11.0062426,76.9551045,0.036
GNSS_02003,450/3,11.0062392,76.9552933,0.039
GNSS_02004,450/3,11.0063631,76.9552892,0.023
GNSS_02005,450/3,11.006502,76.9553156,0.027
GNSS_02006,450/3,11.00651,76.9551406,0.04
GNSS_02007,450/3,11.0065205,76.9549802,0.04
GNSS_02008,450/3,11.0063932,76.9549623,0.035
GNSS_02009,451/4,11.0062392,76.9552933,0.023
